0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.543811097087704809e-01 -2.545541556378108083e-01 -2.544647127526564745e-01 -2.547139043352046883e-01 -2.545372888211652196e-01 -2.545985302967019859e-01 -2.544590016410097633e-01 -2.544356611663971535e-01 -2.544607767485338456e-01 -2.544636152439441190e-01 -2.545323855960082149e-01 -2.544651038167415891e-01 -2.544912832284680348e-01 -2.545149014684682243e-01 -2.546352222742012117e-01 -2.544272391831867708e-01 -2.544436415723181355e-01 -2.545584132686684598e-01 -2.543424486272645169e-01 -2.544454698575888685e-01 -2.542642876509657590e-01 -2.545474877211972853e-01 -2.545139507204794427e-01 -2.545371264549416424e-01 -2.544672537502923326e-01 -2.543549697844129653e-01 -2.546386302626553189e-01 -2.545096970361342414e-01 -2.545559973550961530e-01 -2.546259266552342027e-01
3.087853100585782329e-01 3.086109027777581559e-01 3.086172886822620143e-01 3.087073956997459234e-01 3.085110529297416804e-01 3.086655403687283972e-01 3.084784772808006892e-01 3.085535031581336796e-01 3.086519202364570447e-01 3.086249637049539585e-01 3.086225813651628513e-01 3.086538912181637784e-01 3.085640679220347238e-01 3.085569284578184579e-01 3.084934517859094782e-01 3.085699019707053292e-01 3.086119503593298674e-01 3.084855776153564433e-01 3.086345991495913488e-01 3.085789629718167504e-01 3.086257439483066634e-01 3.085328730530534358e-01 3.085247135726376655e-01 3.084365406271736276e-01 3.085685438309938577e-01 3.085327885287614258e-01 3.085719566092706145e-01 3.085821900665610684e-01 3.085180279776209566e-01 3.085115061942325099e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.755694863494113633e-01 -2.755590578543873903e-01 -2.754670628240241115e-01 -2.757055333504370709e-01 -2.754252340326672766e-01 -2.756183606439641665e-01 -2.754737310516423010e-01 -2.755767726547162511e-01 -2.754694190142981114e-01 -2.755465449605826178e-01 -2.754956255698639556e-01 -2.754987659188525839e-01 -2.755502421317404527e-01 -2.755622872275296231e-01 -2.755962911108130187e-01 -2.753975936802482982e-01 -2.755831944921576793e-01 -2.756718580441172017e-01 -2.754628707049704417e-01 -2.754827448654427746e-01 -2.754551173642339479e-01 -2.756151023439201708e-01 -2.755574330833153174e-01 -2.755377878199248842e-01 -2.755810824835030481e-01 -2.754878235364389694e-01 -2.757208234399968205e-01 -2.756246564914420771e-01 -2.755621354832005210e-01 -2.755861735501952681e-01
5.429480027137323361e-02 5.446954094814815406e-02 5.439936337390083310e-02 5.444655060523695411e-02 5.448572057759903942e-02 5.445757411455609542e-02 5.443903590663090597e-02 5.441260212305909505e-02 5.444899691337923286e-02 5.441204475055672063e-02 5.439515008908690774e-02 5.442312972630958257e-02 5.442223028263271090e-02 5.433608024161173944e-02 5.450357382693482577e-02 5.444288971547450728e-02 5.429783150034062089e-02 5.439485642939612120e-02 5.429601876328593590e-02 5.445239662918632817e-02 5.430881399280895749e-02 5.431009199480740790e-02 5.441232458053946175e-02 5.445959744928696722e-02 5.441188701258914406e-02 5.434754339857761352e-02 5.444119270415814782e-02 5.441208104643990850e-02 5.444195648886562822e-02 5.456003291904210073e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
